Photograph,Category,Category_Code,Gender,Valence_ratings,Arousal_ratings,RT_free,RT_250ms,RT_100ms,RT_33ms,Mean_RT,Resp_Unpl_free,Resp_Neut_free,Resp_Plea_free,Resp_Unpl_250ms,Resp_Neut_250ms,Resp_Plea_250ms,Resp_Unpl_100ms,Resp_Neut_100ms,Resp_Plea_100ms,Resp_Unpl_33ms,Resp_Neut_33ms,Resp_Plea_33ms
2745.1,.,0.00,1.00,5.22,3.21,746.91,871.36,926.93,"1,017.09",890.57,0.000,0.545,0.455,0.000,1.000,0.000,0.000,0.786,0.214,0.000,0.727,0.273
        2749,.,0.00,1.00,5.15,3.70,771.82,947.69,"1,036.36",938.00,923.47,0.167,0.833,0.000,0.143,0.786,0.071,0.000,0.909,0.091,0.091,0.636,0.273
        2750,Loss-Illness,22.00,1.00,2.57,4.06,824.27,930.10,882.00,959.79,899.04,1.000,0.000,0.000,0.727,0.182,0.091,0.750,0.167,0.083,0.714,0.214,0.071
        2751,.,0.00,1.00,3.49,4.68,895.29,984.00,836.64,"1,075.67",947.90,0.929,0.071,0.000,0.909,0.091,0.000,0.818,0.182,0.000,0.833,0.167,0.000
        2752,Loss-Illness,22.00,1.00,4.51,4.11,"1,013.70","1,186.22",873.33,"1,061.07","1,033.58",0.818,0.182,0.000,0.636,0.182,0.182,0.833,0.083,0.083,0.857,0.071,0.071
        2799,Loss-Illness,22.00,1.00,2.76,4.75,847.14,"1,018.45",918.91,936.92,930.36,0.929,0.071,0.000,0.909,0.091,0.000,0.727,0.182,0.091,0.833,0.083,0.083
        2800,Loss-Illness,22.00,1.00,2.31,4.94,640.58,849.90,863.50,863.30,804.32,1.000,0.000,0.000,0.929,0.071,0.000,1.000,0.000,0.000,0.818,0.182,0.000
        2811,Human-Attack,33.00,1.00,2.84,6.31,612.86,616.00,689.36,738.33,664.14,1.000,0.000,0.000,0.909,0.091,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        2840,.,0.00,1.00,4.92,2.31,957.50,"1,251.92","1,043.71","1,043.00","1,074.03",0.000,0.818,0.182,0.000,0.667,0.333,0.000,0.500,0.500,0.000,0.636,0.364
        2850,.,0.00,1.00,4.69,2.58,"1,070.75","1,042.69","1,381.36","1,010.30","1,126.28",0.167,0.750,0.083,0.143,0.643,0.214,0.182,0.545,0.273,0.182,0.545,0.273
        2870,.,0.00,1.00,5.17,2.87,"1,116.13","1,016.44",978.58,"1,037.92","1,037.27",0.091,0.727,0.182,0.000,0.455,0.545,0.000,0.750,0.250,0.071,0.500,0.429
        2890,.,0.00,1.00,4.87,3.02,"1,396.33","1,027.10",907.25,"1,072.69","1,100.84",0.182,0.818,0.000,0.182,0.636,0.182,0.000,0.750,0.250,0.071,0.571,0.357
        2900,Loss-Illness,22.00,1.00,2.76,4.76,665.70,745.20,862.79,916.45,797.54,0.818,0.091,0.091,0.833,0.083,0.083,1.000,0.000,0.000,0.909,0.091,0.000
        3022,.,0.00,1.00,4.28,5.61,787.15,"1,283.11",939.27,897.42,976.74,0.786,0.143,0.071,0.818,0.091,0.091,0.727,0.182,0.091,0.750,0.250,0.000
        3030,Mutilation,44.00,1.00,2.31,6.39,593.18,736.14,676.00,725.82,682.79,0.909,0.091,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        3051,Mutilation,44.00,1.00,2.56,5.23,553.70,816.43,642.91,734.00,686.76,1.000,0.000,0.000,0.909,0.000,0.091,1.000,0.000,0.000,1.000,0.000,0.000
        3180,Mutilation,44.00,1.00,2.27,5.17,894.60,908.50,913.36,"1,004.82",930.32,0.545,0.455,0.000,0.667,0.333,0.000,0.786,0.214,0.000,0.545,0.455,0.000
        3181,Mutilation,44.00,1.00,2.79,4.90,752.18,778.22,847.58,900.31,819.57,1.000,0.000,0.000,0.818,0.000,0.182,0.750,0.250,0.000,0.714,0.214,0.071
        3216,.,0.00,1.00,3.60,5.30,960.50,861.14,"1,155.30","1,019.90",999.21,0.833,0.083,0.083,0.786,0.214,0.000,0.455,0.455,0.091,0.455,0.273,0.273
        3225,Mutilation,44.00,1.00,2.06,5.39,550.86,698.71,746.09,735.92,682.90,1.000,0.000,0.000,1.000,0.000,0.000,0.909,0.091,0.000,1.000,0.000,0.000
        3280,.,0.00,1.00,3.83,5.72,913.64,858.33,918.82,936.75,906.89,0.714,0.214,0.071,1.000,0.000,0.000,0.364,0.182,0.455,0.667,0.250,0.083
        3300,Loss-Illness,22.00,1.00,3.14,4.14,896.00,955.10,"1,195.50",965.79,"1,003.10",1.000,0.000,0.000,0.818,0.091,0.091,0.333,0.333,0.333,0.571,0.286,0.143
        3350,Loss-Illness,22.00,1.00,2.00,5.65,584.18,908.11,926.50,997.30,854.02,1.000,0.000,0.000,1.000,0.000,0.000,0.727,0.000,0.273,0.909,0.091,0.000
        3500,Human-Attack,33.00,1.00,2.50,6.80,554.91,694.00,724.43,790.64,691.00,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        3530,Human-Attack,33.00,1.00,2.10,6.85,845.10,925.50,761.67,"1,067.14",899.85,1.000,0.000,0.000,1.000,0.000,0.000,0.917,0.083,0.000,0.857,0.143,0.000
        3550,Mutilation,44.00,1.00,3.10,5.69,544.25,756.09,839.40,813.00,738.19,1.000,0.000,0.000,1.000,0.000,0.000,0.909,0.000,0.091,1.000,0.000,0.000
        4220,.,0.00,1.00,7.81,6.64,"1,016.64",842.67,964.86,"1,009.60",958.44,0.000,0.273,0.727,0.000,0.167,0.833,0.071,0.143,0.786,0.091,0.091,0.818
        4250,.,0.00,1.00,8.39,7.02,695.45,869.00,808.18,878.57,812.80,0.000,0.000,1.000,0.000,0.091,0.909,0.083,0.083,0.833,0.000,0.000,1.000
        4533,Sport,4.00,1.00,5.42,4.12,909.07,921.20,839.18,902.25,892.93,0.000,0.429,0.571,0.000,0.545,0.455,0.000,0.273,0.727,0.000,0.333,0.667
        4542,Adventure,1.00,1.00,4.92,3.75,800.80,"1,071.42","1,045.00","1,104.36","1,005.40",0.091,0.182,0.727,0.000,0.750,0.250,0.071,0.357,0.571,0.000,0.545,0.455
        4572,.,0.00,1.00,4.30,2.79,838.92,964.91,"1,019.73","1,199.33","1,005.72",0.000,0.357,0.643,0.091,0.455,0.455,0.182,0.000,0.818,0.000,0.667,0.333
        4574,.,0.00,1.00,5.67,3.40,612.54,760.89,699.30,785.08,714.45,0.000,0.071,0.929,0.000,0.091,0.909,0.000,0.091,0.909,0.000,0.417,0.583
        4598,.,0.00,1.00,6.55,5.25,"1,159.33",931.50,"1,135.00","1,124.50","1,087.58",0.455,0.091,0.455,0.091,0.000,0.909,0.333,0.167,0.500,0.429,0.143,0.429
        4599,Erotic-Romance,2.00,1.00,7.02,5.73,686.50,577.33,749.09,744.33,689.31,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.083,0.917
        4607,Erotic-Romance,2.00,1.00,7.99,7.19,733.27,757.83,724.91,802.55,754.64,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.091,0.000,0.909
        4610,Erotic-Romance,2.00,1.00,6.71,5.17,894.64,863.00,798.79,853.64,852.52,0.000,0.364,0.636,0.000,0.083,0.917,0.000,0.071,0.929,0.000,0.091,0.909
        4611,Erotic-Romance,2.00,1.00,7.27,6.50,782.00,677.36,668.43,747.09,718.72,0.000,0.091,0.909,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000
        4614,Erotic-Romance,2.00,1.00,6.38,3.72,779.17,735.46,882.00,839.90,809.13,0.000,0.083,0.917,0.000,0.071,0.929,0.091,0.000,0.909,0.000,0.182,0.818
        4624,Erotic-Romance,2.00,1.00,6.44,4.80,675.73,680.71,768.83,762.14,721.85,0.000,0.000,1.000,0.000,0.000,1.000,0.083,0.000,0.917,0.000,0.000,1.000
        4625,Erotic-Romance,2.00,1.00,6.27,4.96,712.71,765.00,844.64,749.75,768.03,0.000,0.000,1.000,0.000,0.000,1.000,0.091,0.000,0.909,0.000,0.167,0.833
        4626,Erotic-Romance,2.00,1.00,7.36,5.45,578.90,661.38,770.73,773.79,696.20,0.000,0.091,0.909,0.000,0.000,1.000,0.000,0.083,0.917,0.000,0.000,1.000
        4640,Erotic-Romance,2.00,1.00,6.67,5.07,607.82,725.82,780.64,910.91,756.30,0.000,0.091,0.909,0.000,0.000,1.000,0.000,0.071,0.929,0.000,0.000,1.000
        4641,Erotic-Romance,2.00,1.00,7.16,5.53,668.92,792.33,716.18,735.78,728.30,0.000,0.000,1.000,0.000,0.071,0.929,0.000,0.000,1.000,0.091,0.000,0.909
        4643,Erotic-Romance,2.00,1.00,7.02,6.13,897.64,855.00,878.64,"1,005.00",909.07,0.000,0.000,1.000,0.000,0.091,0.909,0.000,0.182,0.818,0.083,0.167,0.750
        4645,Erotic-Romance,2.00,1.00,6.56,5.56,682.64,693.75,797.42,904.43,769.56,0.000,0.000,1.000,0.000,0.000,1.000,0.083,0.000,0.917,0.071,0.000,0.929
        4653,Erotic-Romance,2.00,1.00,7.10,5.98,661.00,668.00,653.20,782.55,691.19,0.000,0.083,0.917,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000
        4658,Erotic-Romance,2.00,1.00,7.35,6.89,746.36,710.70,815.00,915.45,796.88,0.000,0.083,0.917,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.091,0.909
        4660,Erotic-Romance,2.00,1.00,7.63,6.92,616.91,849.13,657.33,771.14,723.63,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.083,0.917,0.143,0.000,0.857
        4680,Erotic-Romance,2.00,1.00,7.73,5.94,959.67,749.75,795.77,804.82,827.50,0.000,0.000,1.000,0.000,0.083,0.917,0.000,0.000,1.000,0.000,0.000,1.000
        4687,Erotic-Romance,2.00,1.00,7.25,6.54,674.92,762.18,727.55,825.36,747.50,0.000,0.083,0.917,0.000,0.000,1.000,0.000,0.000,1.000,0.182,0.000,0.818
        4690,Erotic-Romance,2.00,1.00,7.42,6.46,852.62,907.60,"1,051.82",910.58,930.66,0.000,0.000,1.000,0.000,0.000,1.000,0.091,0.091,0.818,0.000,0.083,0.917
        4695,Erotic-Romance,2.00,1.00,7.37,7.00,741.09,844.89,726.25,746.50,764.68,0.000,0.000,1.000,0.000,0.091,0.909,0.000,0.083,0.917,0.000,0.000,1.000
        4700,Erotic-Romance,2.00,1.00,6.74,4.00,903.83,864.00,980.36,772.20,880.10,0.000,0.333,0.667,0.000,0.071,0.929,0.000,0.091,0.909,0.000,0.091,0.909
        5410,.,0.00,1.00,4.78,3.42,915.64,"1,003.00",899.73,"1,172.92",997.82,0.071,0.357,0.571,0.000,0.364,0.636,0.000,0.545,0.455,0.083,0.417,0.500
        5470,Adventure,1.00,1.00,7.38,6.44,817.08,874.46,"1,118.60",835.33,911.37,0.000,0.417,0.583,0.000,0.143,0.857,0.000,0.636,0.364,0.000,0.636,0.364
        5621,Sport,4.00,1.00,7.28,6.96,742.29,964.80,860.09,887.92,863.78,0.000,0.357,0.643,0.000,0.455,0.545,0.091,0.182,0.727,0.000,0.333,0.667
        5831,.,0.00,1.00,7.07,3.93,951.45,791.44,862.17,867.29,868.09,0.000,0.091,0.909,0.000,0.273,0.727,0.000,0.083,0.917,0.000,0.071,0.929
        5833,Adventure,1.00,1.00,8.15,6.37,765.73,833.75,980.62,"1,191.18",942.82,0.000,0.091,0.909,0.000,0.250,0.750,0.143,0.143,0.714,0.000,0.273,0.727
        5836,Adventure,1.00,1.00,7.08,4.47,814.20,841.67,"1,093.55",831.64,895.27,0.000,0.417,0.583,0.000,0.357,0.643,0.000,0.273,0.727,0.091,0.455,0.455
        5875,.,0.00,1.00,5.85,3.36,"1,134.70",924.86,898.36,"1,003.93",990.46,0.091,0.364,0.545,0.000,0.727,0.273,0.000,0.667,0.333,0.000,0.643,0.357
        6010,Loss-Illness,22.00,1.00,4.25,3.79,775.09,703.63,797.64,749.00,756.34,1.000,0.000,0.000,0.818,0.091,0.091,1.000,0.000,0.000,0.929,0.071,0.000
        6021,Mutilation,44.00,1.00,2.75,5.65,783.29,750.18,783.91,744.58,765.49,1.000,0.000,0.000,0.909,0.091,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        6190,Human-Attack,33.00,1.00,4.52,5.83,539.79,638.00,798.82,784.17,690.20,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        6211,Human-Attack,33.00,1.00,4.25,5.38,617.08,826.00,773.45,759.30,743.96,1.000,0.000,0.000,0.929,0.000,0.071,1.000,0.000,0.000,0.909,0.000,0.091
        6212,Human-Attack,33.00,1.00,2.59,5.47,713.58,794.80,"1,086.91","1,261.60",964.22,1.000,0.000,0.000,0.857,0.071,0.071,0.727,0.182,0.091,0.364,0.455,0.182
        6230,Human-Attack,33.00,1.00,2.73,7.10,596.73,778.18,755.69,779.27,727.47,0.909,0.091,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.909,0.091,0.000
        6242,Human-Attack,33.00,1.00,3.28,5.09,695.91,775.67,834.00,744.15,762.43,1.000,0.000,0.000,1.000,0.000,0.000,0.917,0.083,0.000,0.929,0.071,0.000
        6243,Human-Attack,33.00,1.00,2.80,5.60,557.91,693.50,746.57,800.27,699.56,0.909,0.000,0.091,0.917,0.083,0.000,0.929,0.071,0.000,0.909,0.000,0.091
        6250,Human-Attack,33.00,1.00,2.98,6.35,575.36,720.60,740.08,747.07,695.78,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        6260,Human-Attack,33.00,1.00,2.53,7.10,581.82,896.30,766.92,722.71,741.94,1.000,0.000,0.000,0.818,0.091,0.091,0.833,0.083,0.083,1.000,0.000,0.000
        6311,Loss-Illness,22.00,1.00,2.82,4.77,941.33,819.62,904.64,"1,028.50",923.52,0.833,0.167,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.636,0.000,0.364
        6312,Human-Attack,33.00,1.00,2.88,5.90,716.70,807.43,778.36,895.27,799.44,0.818,0.182,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.909,0.091,0.000
        6313,Human-Attack,33.00,1.00,2.43,6.54,785.64,706.00,780.08,878.00,787.43,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        6314,Human-Attack,33.00,1.00,3.93,4.07,808.25,"1,055.91",887.73,"1,059.83",952.93,0.571,0.286,0.143,0.727,0.182,0.091,0.455,0.182,0.364,0.417,0.500,0.083
        6315,Human-Attack,33.00,1.00,2.94,6.04,695.08,699.27,867.00,"1,062.25",830.90,1.000,0.000,0.000,1.000,0.000,0.000,0.909,0.000,0.091,0.917,0.083,0.000
        6350,Human-Attack,33.00,1.00,2.39,7.04,742.50,866.30,939.20,894.17,860.54,1.000,0.000,0.000,0.909,0.091,0.000,0.909,0.000,0.091,1.000,0.000,0.000
        6360,Human-Attack,33.00,1.00,2.63,5.80,737.83,870.64,813.00,"1,053.10",868.64,1.000,0.000,0.000,0.929,0.071,0.000,1.000,0.000,0.000,0.909,0.091,0.000
        6370,.,0.00,1.00,3.24,6.28,673.50,826.45,866.27,"1,015.00",845.31,1.000,0.000,0.000,0.929,0.071,0.000,1.000,0.000,0.000,0.727,0.273,0.000
        6510,Human-Attack,33.00,1.00,2.86,6.76,610.25,673.45,687.18,808.11,694.75,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        6530,Human-Attack,33.00,1.00,2.86,6.02,994.60,"1,088.36","1,140.43","1,138.60","1,090.50",0.909,0.000,0.091,0.333,0.417,0.250,0.286,0.429,0.286,0.364,0.182,0.455
        6540,Human-Attack,33.00,1.00,2.53,6.51,885.55,955.09,990.36,847.00,919.50,1.000,0.000,0.000,0.333,0.083,0.583,0.286,0.286,0.429,0.273,0.000,0.727
        6550,Human-Attack,33.00,1.00,3.39,6.98,842.27,670.56,686.18,777.00,744.00,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        6560,Human-Attack,33.00,1.00,2.57,6.17,678.45,771.20,701.92,769.29,730.22,1.000,0.000,0.000,0.909,0.091,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        6561,Human-Attack,33.00,1.00,3.58,4.44,801.46,993.10,937.90,"1,084.73",954.30,0.786,0.071,0.143,0.909,0.000,0.091,0.273,0.455,0.273,0.417,0.333,0.250
        6562,Human-Attack,33.00,1.00,3.52,5.10,975.08,892.00,926.90,951.45,936.36,0.917,0.083,0.000,0.786,0.214,0.000,0.636,0.364,0.000,0.455,0.545,0.000
6570.1,Human-Attack,33.00,1.00,2.96,5.76,567.58,696.40,715.27,809.56,697.20,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.909,0.000,0.091
        6571,Human-Attack,33.00,1.00,3.80,5.22,711.64,715.67,695.64,962.83,771.45,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        6821,Human-Attack,33.00,1.00,2.96,5.93,736.91,723.33,748.50,842.55,762.82,1.000,0.000,0.000,0.833,0.167,0.000,1.000,0.000,0.000,1.000,0.000,0.000
        6825,Human-Attack,33.00,1.00,3.25,5.10,798.36,671.25,699.90,808.58,744.52,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.917,0.083,0.000
        6834,Human-Attack,33.00,1.00,3.69,5.77,814.00,723.30,764.09,859.50,790.22,1.000,0.000,0.000,1.000,0.000,0.000,0.909,0.091,0.000,1.000,0.000,0.000
        6836,Human-Attack,33.00,1.00,4.15,4.96,845.58,793.17,908.18,944.00,872.73,1.000,0.000,0.000,0.929,0.071,0.000,0.909,0.091,0.000,0.636,0.364,0.000
        6838,Accidents,11.00,1.00,2.88,5.38,720.80,685.27,990.07,"1,297.80",923.49,0.818,0.000,0.182,1.000,0.000,0.000,0.786,0.214,0.000,0.545,0.364,0.091
        6840,Human-Attack,33.00,1.00,4.43,5.96,941.40,883.56,904.09,"1,073.36",950.60,1.000,0.000,0.000,0.818,0.182,0.000,0.917,0.083,0.000,0.786,0.214,0.000
        6940,Human-Attack,33.00,1.00,4.77,5.17,705.75,679.27,718.73,732.36,709.03,1.000,0.000,0.000,0.929,0.000,0.071,1.000,0.000,0.000,0.818,0.091,0.091
        7325,Families-Babies,3.00,1.00,6.48,3.24,646.21,717.55,994.18,891.33,812.32,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000
        7493,.,0.00,1.00,5.12,3.41,"1,131.46",795.78,876.45,"1,029.50",958.30,0.143,0.786,0.071,0.182,0.636,0.182,0.273,0.545,0.182,0.083,0.917,0.000
        7496,.,0.00,1.00,5.83,4.74,"1,007.22",826.40,890.36,982.79,926.69,0.091,0.818,0.091,0.091,0.818,0.091,0.083,0.833,0.083,0.143,0.714,0.143
        7506,Adventure,1.00,1.00,5.63,4.65,"1,058.92","1,045.18","1,076.36","1,083.92","1,066.10",0.214,0.643,0.143,0.273,0.545,0.182,0.273,0.364,0.364,0.250,0.667,0.083
        7550,.,0.00,1.00,5.39,4.48,"1,099.20","1,048.70","1,057.42","1,016.50","1,055.46",0.000,0.909,0.091,0.091,0.818,0.091,0.083,0.750,0.167,0.071,0.786,0.143
        8021,Sport,4.00,1.00,6.69,5.67,711.64,859.92,880.21,"1,188.55",910.08,0.000,0.500,0.500,0.000,0.333,0.667,0.000,0.357,0.643,0.000,0.909,0.091
        8030,Sport,4.00,1.00,7.29,7.32,"1,073.50","1,066.25",909.50,"1,116.07","1,041.33",0.000,0.333,0.667,0.091,0.364,0.545,0.000,0.417,0.583,0.000,0.429,0.571
        8032,Sport,4.00,1.00,5.52,3.62,812.58,994.64,"1,184.64",830.73,955.65,0.000,0.500,0.500,0.071,0.357,0.571,0.000,0.636,0.364,0.091,0.364,0.545
        8034,Sport,4.00,1.00,6.90,6.20,704.73,911.45,"1,148.33",819.90,896.10,0.000,0.583,0.417,0.000,0.357,0.643,0.000,0.818,0.182,0.000,0.455,0.545
        8040,Sport,4.00,1.00,6.56,5.73,749.45,957.17,922.43,867.00,874.01,0.091,0.455,0.455,0.083,0.167,0.750,0.000,0.143,0.857,0.000,0.636,0.364
        8041,Sport,4.00,1.00,5.68,4.92,985.21,991.00,775.09,"1,077.25",957.14,0.000,0.357,0.643,0.091,0.636,0.273,0.091,0.182,0.727,0.000,0.583,0.417
        8080,Sport,4.00,1.00,7.73,7.12,"1,415.91",744.91,"1,072.75","1,001.00","1,058.64",0.000,0.500,0.500,0.091,0.364,0.545,0.000,0.667,0.333,0.286,0.500,0.214
        8120,Sport,4.00,1.00,7.02,5.15,760.08,829.82,"1,013.30",816.80,855.00,0.000,0.083,0.917,0.071,0.286,0.643,0.000,0.273,0.727,0.000,0.273,0.727
        8161,Sport,4.00,1.00,6.50,5.93,708.36,"1,042.50","1,071.57","1,033.09",963.88,0.000,0.455,0.545,0.000,0.667,0.333,0.000,0.500,0.500,0.000,0.727,0.273
        8179,Sport,4.00,1.00,6.96,6.86,"1,032.79","1,196.60",921.82,"1,193.67","1,086.22",0.000,0.429,0.571,0.091,0.636,0.273,0.000,0.273,0.727,0.167,0.333,0.500
        8180,Adventure,1.00,1.00,7.50,6.54,913.50,915.00,"1,200.18",941.30,992.50,0.000,0.333,0.667,0.286,0.071,0.643,0.091,0.455,0.455,0.091,0.455,0.455
        8185,Sport,4.00,1.00,7.32,7.06,866.67,929.69,"1,003.90","1,001.64",950.48,0.000,0.417,0.583,0.071,0.429,0.500,0.000,0.636,0.364,0.091,0.273,0.636
        8186,Sport,4.00,1.00,7.22,6.98,783.42,792.62,993.50,845.67,853.80,0.000,0.417,0.583,0.000,0.214,0.786,0.000,0.545,0.455,0.000,0.545,0.455
        8200,Sport,4.00,1.00,7.15,6.33,764.58,833.25,897.09,844.09,834.75,0.000,0.333,0.667,0.000,0.214,0.786,0.000,0.545,0.455,0.000,0.273,0.727
        8205,Sport,4.00,1.00,6.14,4.37,736.20,889.78,"1,053.14","1,056.27",933.85,0.000,0.182,0.818,0.000,0.167,0.833,0.000,0.500,0.500,0.000,0.182,0.818
        8210,Sport,4.00,1.00,7.46,5.87,"1,018.64","1,051.00",953.10,901.25,981.00,0.071,0.357,0.571,0.000,0.636,0.364,0.091,0.455,0.455,0.000,0.667,0.333
        8231,Sport,4.00,1.00,4.60,5.17,788.64,909.13,826.67,936.07,865.13,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.857,0.071,0.071
        8250,Sport,4.00,1.00,6.57,5.50,869.18,"1,022.75",831.75,"1,013.86",934.39,0.000,0.500,0.500,0.091,0.455,0.455,0.083,0.583,0.333,0.000,0.500,0.500
        8260,Sport,4.00,1.00,6.90,6.69,636.83,806.79,"1,121.82",819.60,846.26,0.000,0.583,0.417,0.000,0.429,0.571,0.000,0.727,0.273,0.091,0.545,0.364
        8280,Sport,4.00,1.00,6.43,5.08,867.93,856.10,788.45,833.00,836.37,0.000,0.429,0.571,0.000,0.636,0.364,0.000,0.455,0.545,0.000,0.500,0.500
        8300,Adventure,1.00,1.00,7.54,6.00,"1,207.90",965.33,"1,080.75","1,032.43","1,071.60",0.000,0.500,0.500,0.091,0.364,0.545,0.000,0.583,0.417,0.000,0.571,0.429
        8311,Sport,4.00,1.00,6.08,4.02,908.33,873.31,"1,083.82",821.00,921.62,0.000,0.500,0.500,0.286,0.143,0.571,0.091,0.727,0.182,0.091,0.545,0.364
        8320,.,0.00,1.00,6.33,4.46,965.73,"1,062.42","1,067.07",969.45,"1,016.17",0.000,0.455,0.545,0.000,0.500,0.500,0.071,0.286,0.643,0.091,0.455,0.455
        8330,.,0.00,1.00,6.22,3.87,758.70,819.14,812.92,984.43,843.80,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.083,0.917,0.000,0.286,0.714
        8341,Adventure,1.00,1.00,6.73,6.33,893.08,"1,109.91",787.00,"1,143.33",983.33,0.214,0.357,0.429,0.091,0.636,0.273,0.091,0.455,0.455,0.333,0.500,0.167
        8350,Sport,4.00,1.00,6.80,4.94,786.43,905.09,846.36,891.42,857.33,0.000,0.143,0.857,0.000,0.182,0.818,0.000,0.091,0.909,0.000,0.250,0.750
        8370,Adventure,1.00,1.00,7.67,6.46,916.43,"1,012.70","1,052.00",846.25,956.85,0.000,0.429,0.571,0.000,0.545,0.455,0.000,0.182,0.818,0.000,0.417,0.583
        8380,Sport,4.00,1.00,7.25,6.02,756.10,822.67,781.33,821.43,795.38,0.000,0.000,1.000,0.091,0.000,0.909,0.000,0.167,0.833,0.000,0.143,0.857
        8400,Adventure,1.00,1.00,7.43,7.00,835.18,879.44,"1,091.31","1,034.91",960.21,0.091,0.500,0.500,0.083,0.333,0.583,0.071,0.500,0.429,0.091,0.727,0.182
        8420,Adventure,1.00,1.00,7.61,5.71,976.73,814.67,"1,067.08",944.21,950.67,0.000,0.182,0.818,0.000,0.000,1.000,0.000,0.083,0.917,0.000,0.214,0.786
        8460,Sport,4.00,1.00,5.52,3.52,"1,071.83",816.71,909.18,838.82,909.14,0.000,0.417,0.583,0.000,0.357,0.643,0.000,0.364,0.636,0.000,0.091,0.909
        8461,Adventure,1.00,1.00,6.87,4.85,885.60,834.00,968.25,979.64,916.87,0.000,0.091,0.909,0.000,0.182,0.818,0.083,0.417,0.500,0.071,0.214,0.714
        8465,Sport,4.00,1.00,5.24,2.82,799.70,925.29,"1,015.08","1,023.50",940.89,0.000,0.364,0.636,0.000,0.455,0.545,0.000,0.750,0.250,0.000,0.571,0.429
        8466,.,0.00,1.00,5.45,5.04,"1,461.78","1,050.67","1,045.15","1,253.36","1,202.74",0.000,0.364,0.636,0.083,0.333,0.583,0.214,0.143,0.643,0.182,0.364,0.455
        8467,Sport,4.00,1.00,6.33,5.42,855.21,"1,191.90",784.60,789.50,905.30,0.000,0.357,0.643,0.000,0.636,0.364,0.000,0.455,0.545,0.000,0.250,0.750
        8470,Sport,4.00,1.00,7.55,6.31,812.25,836.09,978.09,829.10,863.88,0.000,0.250,0.750,0.000,0.071,0.929,0.000,0.273,0.727,0.091,0.182,0.727
        8480,Accidents,11.00,1.00,4.50,5.83,566.80,845.67,737.00,766.10,728.89,0.818,0.182,0.000,0.833,0.000,0.167,0.929,0.071,0.000,0.909,0.091,0.000
        8485,Accidents,11.00,1.00,3.23,6.63,655.36,906.29,646.27,809.85,754.44,1.000,0.000,0.000,0.909,0.091,0.000,0.917,0.000,0.083,0.929,0.071,0.000
        8490,Adventure,1.00,1.00,6.85,6.25,820.73,934.30,943.83,"1,093.21",948.02,0.000,0.091,0.909,0.091,0.000,0.909,0.083,0.333,0.583,0.143,0.071,0.786
        8496,Adventure,1.00,1.00,7.09,5.00,729.17,618.93,817.82,837.36,750.82,0.000,0.250,0.750,0.071,0.071,0.857,0.000,0.182,0.818,0.000,0.273,0.727
        8497,Adventure,1.00,1.00,6.76,3.89,955.18,808.82,"1,010.55",969.36,935.98,0.000,0.273,0.727,0.182,0.091,0.727,0.167,0.333,0.500,0.143,0.214,0.643
        8499,Adventure,1.00,1.00,7.51,6.69,967.25,"1,130.27","1,360.00",896.90,"1,088.61",0.000,0.417,0.583,0.214,0.143,0.643,0.182,0.636,0.182,0.182,0.182,0.636
        8540,Sport,4.00,1.00,7.28,4.96,768.73,958.40,756.93,"1,059.45",885.88,0.000,0.091,0.909,0.083,0.083,0.833,0.000,0.071,0.929,0.000,0.182,0.818
        8600,Adventure,1.00,1.00,6.25,4.18,"1,011.46","1,131.30",942.82,"1,232.50","1,079.52",0.071,0.071,0.857,0.091,0.273,0.636,0.182,0.273,0.545,0.417,0.250,0.333
