word	word_en	length	freq	freq_cl	val_yf	val_ym	val_of	val_om	val_y	val_o	val_t	aro_yf	aro_ym	aro_of	aro_om	aro_y	aro_o	aro_t	con_yf	con_ym	con_of	con_om	con_y	con_o	con_t	img_yf	img_ym	img_of	img_om	img_y	img_o	img_t	ego_yf	ego_ym	ego_of	ego_om	ego_y	ego_o	ego_t	age_yf	age_ym	age_of	age_om	age_y	age_o	age_t	val_self	val_other	selfother	selfother_sd	selfother_cl	val_age_p	val_age_e	val_age_s	val_sex_p	val_sex_e	val_sex_s	val_axs_p	val_axs_e	val_axs_s	aro_age_p	aro_age_e	aro_age_s	aro_sex_p	aro_sex_e	aro_sex_s	aro_axs_p	aro_axs_e	aro_axs_s	con_age_p	con_age_e	con_age_s	con_sex_p	con_sex_e	con_sex_s	con_axs_p	con_axs_e	con_axs_s	img_age_p	img_age_e	img_age_s	img_sex_p	img_sex_e	img_sex_s	img_axs_p	img_axs_e	img_axs_s	ego_age_p	ego_age_e	ego_age_s	ego_sex_p	ego_sex_e	ego_sex_s	ego_axs_p	ego_axs_e	ego_axs_s	age_age_p	age_age_e	age_age_s	age_sex_p	age_sex_e	age_sex_s	age_axs_p	age_axs_e	age_axs_s
launisch	moody	8	.628	15	2.083	2.083	1.583	1.917	2.083	1.75	1.917	5.5	5.167	5.5	5.083	5.333	5.292	5.313	2.583	2.25	3.417	2.333	2.417	2.875	2.646	4.417	3.25	4.455	3.727	3.833	4.091	3.957	3.25	3.417	1.75	2.5	3.333	2.125	2.729	2.917	3	2.917	3.667	2.958	3.292	3.125	1.875	1.75	1.208	.441	1	.167	.043	0	.486	.011	0	.486	.011	0	.911	0	0	.317	.023	0	.911	0	0	.23	.033	0	.066	.075	0	.324	.022	0	.647	.005	0	.097	.064	0	.696	.004	0	.006	.159	1	.279	.027	0	.489	.011	0	.277	.027	0	.176	.041	0	.277	.027	0
lebhaft	lively	7	5.408	12	6.083	5.917	6.083	5.5	6	5.792	5.896	3.917	3.833	5.083	4.818	3.875	4.957	4.404	4.833	5.083	4.5	4.083	4.958	4.292	4.625	5.5	5.333	5.583	5.583	5.417	5.583	5.5	5.917	5.667	6	4.333	5.792	5.167	5.479	1.75	1.364	1.917	1.833	1.565	1.875	1.723	5.938	5.625	1.667	.441	2	.428	.014	0	.157	.045	0	.428	.014	0	.021	.118	1	.699	.004	0	.84	.001	0	.091	.064	0	.83	.001	0	.392	.017	0	.662	.004	0	.827	.001	0	.827	.001	0	.032	.1	1	.001	.207	1	.016	.125	1	.112	.058	0	.237	.032	0	.444	.014	0
liberal	liberal	7	2.883	13	5.333	4.417	6.25	5.167	4.875	5.708	5.292	2.667	2.75	2.667	3.25	2.708	2.958	2.833	4.25	4.25	4	4.667	4.25	4.333	4.292	2.167	2.333	3.25	2.417	2.25	2.833	2.542	4.667	4.25	5.417	5.083	4.458	5.25	4.854	2.833	2.667	3.417	3.417	2.75	3.417	3.083	5.5	5.5	1.292	.441	1	.006	.161	1	.001	.216	1	.773	.002	0	.507	.01	0	.378	.018	0	.507	.01	0	.85	.001	0	.45	.013	0	.45	.013	0	.252	.03	0	.511	.01	0	.325	.022	0	.06	.078	0	.365	.019	0	.92	0	0	.008	.15	1	.729	.003	0	.729	.003	0
listig	wily	6	1.397	14	3	2.833	3.167	2.5	2.917	2.833	2.875	5	5.167	5.417	5.273	5.083	5.348	5.213	6	5.583	5.167	5.583	5.792	5.375	5.583	4	5.083	3.917	4	4.542	3.958	4.25	3	3.333	1.333	2	3.167	1.667	2.417	2.917	2.417	3.083	3.083	2.667	3.083	2.875	3.625	2.625	1.25	.441	1	.849	.001	0	.344	.02	0	.569	.007	0	.517	.01	0	.977	0	0	.7	.003	0	.236	.032	0	1	0	0	.236	.032	0	.292	.025	0	.292	.025	0	.365	.019	0	0	.306	1	.149	.047	0	.627	.005	0	.055	.081	0	.244	.031	0	.244	.031	0
lustig	jovial	6	17.447	11	6.417	6.5	6	5.917	6.458	5.958	6.208	2.583	2.083	2.5	3.083	2.333	2.792	2.563	4.667	4.25	3.667	4.333	4.458	4	4.229	6.167	6.25	6.167	5.364	6.208	5.783	6	5.667	5.833	5.25	4.833	5.75	5.042	5.396	2.667	2.333	2.5	2.25	2.5	2.375	2.438	6.063	6.063	1.708	.486	2	.026	.108	1	1	0	0	.703	.003	0	.267	.028	0	.919	0	0	.191	.039	0	.312	.023	0	.782	.002	0	.234	.032	0	.295	.025	0	.394	.017	0	.295	.025	0	.042	.091	1	.713	.003	0	.393	.017	0	.594	.007	0	.217	.034	0	.859	.001	0
mitfuehlend	compassionate	10	.457	16	6.083	5.333	5.917	5	5.708	5.458	5.583	3.167	2.833	2.75	3.75	3	3.25	3.125	4.917	4.833	5.167	4.083	4.875	4.625	4.75	3.75	4.25	4.917	3.333	4	4.125	4.063	6.083	5.25	6.25	4.833	5.667	5.542	5.604	3.333	3.167	3.917	3.917	3.25	3.917	3.583	5.938	6.188	1.083	.333	1	.414	.015	0	.009	.147	1	.785	.002	0	.593	.007	0	.477	.012	0	.158	.045	0	.575	.007	0	.194	.038	0	.264	.028	0	.802	.001	0	.281	.026	0	.042	.091	1	.684	.004	0	.001	.236	1	.344	.02	0	.01	.142	1	.737	.003	0	.737	.003	0
moralisch	moral	9	8.094	12	3.25	3.083	3.667	3.917	3.167	3.792	3.479	4.917	5	4.5	4.182	4.958	4.348	4.66	5.083	4.5	3.75	4	4.792	3.875	4.333	2.833	3.083	3.833	2.833	2.958	3.333	3.146	3.833	3.333	3.75	4.417	3.583	4.083	3.833	4	4.083	3.917	3.5	4.042	3.708	3.875	4.563	4.563	1.208	.441	1	.086	.066	0	.907	0	0	.561	.008	0	.06	.08	0	.715	.003	0	.533	.009	0	.009	.144	1	.624	.006	0	.224	.033	0	.46	.012	0	.46	.012	0	.221	.034	0	.269	.028	0	.853	.001	0	.199	.037	0	.146	.047	0	.464	.012	0	.273	.027	0
muede	tired	4	18.234	11	3	3	2.667	3	3	2.833	2.917	3	2.333	1.583	1.917	2.667	1.75	2.208	2.167	2.083	2.25	2.25	2.125	2.25	2.188	6.333	6.333	5.583	6.083	6.333	5.833	6.083	3.5	3.583	2.75	3	3.542	2.875	3.208	4.167	4.167	4.167	3.667	4.167	3.917	4.042	2.375	2.938	2	0	2	.6	.006	0	.6	.006	0	.6	.006	0	.017	.122	1	.655	.005	0	.184	.04	0	.706	.003	0	.9	0	0	.9	0	0	.136	.05	0	.451	.013	0	.451	.013	0	.159	.045	0	.722	.003	0	.859	.001	0	.297	.025	0	.297	.025	0	.297	.025	0
mutig	brave	5	7.053	12	5.25	5.583	6.083	5.917	5.417	6	5.708	4.75	4.417	4.583	4.917	4.583	4.75	4.667	5.5	5.5	5.417	5.083	5.5	5.25	5.375	4.818	5.75	5.167	5	5.304	5.083	5.191	4.417	4.5	5.583	4.333	4.458	4.958	4.708	2.083	2.25	2.167	2.5	2.167	2.333	2.25	5.75	5.375	1.833	.354	2	.01	.14	1	.704	.003	0	.257	.029	0	.741	.003	0	1	0	0	.51	.01	0	.529	.009	0	.674	.004	0	.674	.004	0	.71	.003	0	.48	.012	0	.312	.024	0	.123	.053	0	.074	.071	0	.042	.091	1	.501	.01	0	.314	.023	0	.736	.003	0
nachgiebig	compliant	10	.446	16	3.583	3.833	4.25	4.167	3.708	4.208	3.958	2.5	2.833	2.75	3	2.667	2.875	2.771	3.833	4.333	4.083	3.75	4.083	3.917	4	2.833	2.75	3.917	2.917	2.792	3.417	3.104	4	4.167	4.667	4.5	4.083	4.583	4.333	3.417	3.583	3.833	3.667	3.5	3.75	3.625	3.625	5	1.125	.167	1	.196	.038	0	.828	.001	0	.664	.004	0	.488	.011	0	.333	.021	0	.889	0	0	.67	.004	0	.831	.001	0	.289	.026	0	.237	.032	0	.305	.024	0	.384	.017	0	.255	.029	0	1	0	0	.703	.003	0	.268	.028	0	1	0	0	.458	.013	0
naiv	naive	4	6.803	12	3.667	3.75	3.667	2.917	3.708	3.292	3.5	2.833	3.333	3.167	3	3.083	3.083	3.083	1.917	1.917	2.417	2.583	1.917	2.5	2.208	3.25	3.833	3.364	3	3.542	3.174	3.362	3.333	2.583	1.75	2.25	2.958	2	2.479	2.833	2.417	2.583	2.583	2.625	2.583	2.604	2.063	2.313	1.833	.333	2	.28	.027	0	.386	.017	0	.28	.027	0	1	0	0	.635	.005	0	.344	.02	0	.095	.062	0	.808	.001	0	.808	.001	0	.584	.007	0	.867	.001	0	.472	.012	0	.045	.088	1	.789	.002	0	.186	.039	0	.878	.001	0	.444	.013	0	.444	.013	0
neidisch	jealous	8	2.827	13	1.5	1.917	1.583	1.75	1.708	1.667	1.688	6.083	5.583	4.667	4.833	5.833	4.75	5.292	2.583	2.667	3.667	3	2.625	3.333	2.979	3.917	4.25	3.917	4.333	4.083	4.125	4.104	3.167	3	1.75	1.417	3.083	1.583	2.333	2.75	2.417	2.583	2.75	2.583	2.667	2.625	1.5	1.75	1.417	.527	1	.855	.001	0	.205	.036	0	.584	.007	0	.001	.213	1	.599	.006	0	.295	.025	0	.066	.075	0	.441	.014	0	.323	.022	0	.941	0	0	.503	.01	0	.941	0	0	0	.322	1	.45	.013	0	.801	.001	0	.745	.002	0	.745	.002	0	.332	.021	0
nervoes	nervous	6	12.178	11	2.25	1.917	1.917	2.167	2.083	2.042	2.063	6	5.75	6	5.583	5.875	5.792	5.833	2.583	2.167	3	2.364	2.375	2.696	2.532	4.75	5.417	5.455	4.583	5.083	5	5.043	3.167	2.917	2.583	2.75	3.042	2.667	2.854	3	2.583	3.167	2.5	2.792	2.833	2.813	2.5	2.688	2	0	2	.866	.001	0	.866	.001	0	.241	.031	0	.755	.002	0	.216	.035	0	.755	.002	0	.479	.012	0	.227	.034	0	.799	.002	0	.886	0	0	.82	.001	0	.093	.064	0	.378	.018	0	.922	0	0	.623	.006	0	.88	.001	0	.054	.082	0	.65	.005	0
neutral	neutral	7	4.311	13	3.583	4	5	4.75	3.792	4.875	4.333	3.583	3.75	3.667	3.75	3.667	3.708	3.688	3.833	3.833	3.583	3.833	3.833	3.708	3.771	2.636	2.083	3	3.167	2.348	3.083	2.723	3.25	3	5.583	4.25	3.125	4.917	4.021	3.167	3.333	3.333	3.583	3.25	3.458	3.354	4	3.938	1.5	.433	2	.001	.216	1	.79	.002	0	.29	.025	0	.874	.001	0	.635	.005	0	.874	.001	0	.717	.003	0	.717	.003	0	.717	.003	0	.117	.056	0	.671	.004	0	.43	.015	0	0	.288	1	.069	.073	0	.209	.036	0	.312	.023	0	.312	.023	0	.839	.001	0
normal	normal	6	22.15	10	3.417	3.833	4.833	4.917	3.625	4.875	4.25	3.167	3.833	2.833	3.333	3.5	3.083	3.292	3.75	4.083	3.417	4.417	3.917	3.917	3.917	1.833	2.167	3.083	2.917	2	3	2.5	4	4	5.417	5.333	4	5.375	4.688	3.083	2.917	3.167	3.5	3	3.333	3.167	3.938	4.188	1.833	.354	2	0	.276	1	.417	.015	0	.588	.007	0	.229	.033	0	.095	.062	0	.808	.001	0	1	0	0	.06	.078	0	.34	.021	0	.023	.112	1	.845	.001	0	.559	.008	0	.002	.195	1	.922	0	0	.922	0	0	.082	.067	0	.658	.004	0	.189	.039	0
offen	open-minded	5	93.39	8	6.25	5.917	6.5	6.167	6.083	6.333	6.208	2.417	2.417	3.167	3.583	2.417	3.375	2.896	5.167	4.833	4.167	3.833	5	4	4.5	3.083	3.75	5.167	4	3.417	4.583	4	6	5.833	6.167	5.5	5.917	5.833	5.875	1.917	1.75	2.583	2.917	1.833	2.75	2.292	6	6	1.333	.527	1	.342	.021	0	.207	.036	0	1	0	0	.015	.126	1	.587	.007	0	.587	.007	0	.015	.127	1	.404	.016	0	1	0	0	.051	.084	0	.67	.004	0	.122	.053	0	.775	.002	0	.158	.045	0	.393	.017	0	.001	.224	1	.748	.002	0	.337	.021	0
ordentlich	tidy	10	16.065	11	4.333	4.917	6.333	6.25	4.625	6.292	5.458	4.417	4.083	3.25	2.833	4.25	3.042	3.646	5.5	5.167	5.5	5.667	5.333	5.583	5.458	4.833	5.083	5.833	4.583	4.958	5.208	5.083	3.833	4.417	5.75	5	4.125	5.375	4.75	3.5	3.75	3.75	3.583	3.625	3.667	3.646	5.438	4.688	2	0	2	0	.477	1	.347	.02	0	.212	.035	0	.006	.16	1	.373	.018	0	.921	0	0	.497	.011	0	.82	.001	0	.497	.011	0	.575	.007	0	.264	.028	0	.097	.061	0	.009	.147	1	.855	.001	0	.149	.047	0	.853	.001	0	.853	.001	0	.357	.019	0
passiv	passive	6	2.308	14	2.5	2.75	3	3	2.625	3	2.813	2.833	3.333	2.75	2.25	3.083	2.5	2.792	2.083	1.583	3.083	2.25	1.833	2.667	2.25	2.5	3.333	4.083	3.417	2.917	3.75	3.333	2.5	3.333	2.273	2.75	2.917	2.522	2.723	3.75	3.833	3.917	3.833	3.792	3.875	3.833	2.5	2.625	1.792	.441	2	.197	.038	0	.664	.004	0	.664	.004	0	.21	.036	0	1	0	0	.281	.026	0	.017	.124	1	.052	.083	0	.621	.006	0	.134	.05	0	.879	.001	0	.177	.041	0	.254	.03	0	.069	.075	0	.614	.006	0	.674	.004	0	1	0	0	.674	.004	0
planlos	unsystematic	7	.711	15	2.833	2.667	1.917	2	2.75	1.958	2.354	2.667	3.667	4.25	3.167	3.167	3.708	3.438	1.667	2	2.5	2.083	1.833	2.292	2.063	4	4.333	3.25	3.417	4.174	3.333	3.745	2.583	3.083	2.167	2.25	2.833	2.208	2.521	2.75	2.083	2.583	2.667	2.417	2.625	2.521	2.063	2.375	2	0	2	.025	.109	1	.903	0	0	.715	.003	0	.268	.028	0	.932	0	0	.037	.096	1	.176	.041	0	.901	0	0	.266	.028	0	.184	.041	0	.687	.004	0	.893	0	0	.145	.048	0	.492	.011	0	.623	.006	0	.341	.021	0	.185	.04	0	.09	.064	0
praktisch	practical	9	37.952	10	5.083	4.917	6	5.833	5	5.913	5.447	3.5	3.333	3.667	4.5	3.417	4.083	3.75	5.417	5.75	5.25	5.545	5.583	5.391	5.489	3	2.667	5.25	4.583	2.833	4.917	3.875	4.75	4.333	6.333	4.583	4.542	5.458	5	3.25	2.75	2.917	2.667	3	2.792	2.896	5.75	5.688	1.917	.333	2	.021	.118	1	.665	.004	0	1	0	0	.031	.101	1	.272	.027	0	.102	.06	0	.551	.008	0	.314	.024	0	.951	0	0	0	.303	1	.3	.024	0	.728	.003	0	.055	.081	0	.025	.11	1	.159	.045	0	.494	.011	0	.221	.034	0	.681	.004	0
puenktlich	punctual	9	10.712	11	4.667	4.75	6.455	6.5	4.708	6.478	5.574	4.167	4.083	3.25	3.167	4.125	3.208	3.667	5.083	5.417	5.75	5.667	5.25	5.708	5.479	4.25	4.333	5.75	4.333	4.292	5.042	4.667	5	4.083	6.25	5.667	4.542	5.958	5.25	3.917	3.5	3.417	3.917	3.708	3.667	3.688	6.125	6.063	1.167	.354	1	0	.475	1	.822	.001	0	.947	0	0	.07	.073	0	.867	.001	0	1	0	0	.242	.031	0	.748	.002	0	.592	.007	0	.229	.033	0	.284	.026	0	.229	.033	0	.009	.145	1	.155	.045	0	.749	.002	0	.851	.001	0	.851	.001	0	.044	.089	1
raffiniert	cunning	10	2.74	13	5.417	5.417	3.167	2.917	5.417	3.042	4.229	4.167	4.333	5.25	5.583	4.25	5.417	4.833	5.75	5.833	6	4.5	5.792	5.25	5.521	3.667	3.333	3.833	3.455	3.5	3.652	3.574	4.083	4.083	2.083	2.25	4.083	2.167	3.125	2.5	2.083	2.727	2.75	2.292	2.739	2.511	5.75	5	1.917	.333	2	0	.573	1	.688	.004	0	.688	.004	0	0	.248	1	.419	.015	0	.787	.002	0	.106	.058	0	.036	.096	1	.02	.117	1	.794	.002	0	.52	.01	0	.967	0	0	0	.342	1	.836	.001	0	.836	.001	0	.039	.095	1	.355	.02	0	.302	.025	0
rastlos	restless	7	1.033	15	2.167	2.917	2.5	3.25	2.542	2.875	2.708	6.083	6.167	5.917	5.75	6.125	5.833	5.979	3.417	3.583	3.417	3.667	3.5	3.542	3.521	4.083	3.417	4.417	4.75	3.75	4.583	4.167	3.75	3.833	2.417	2.833	3.792	2.625	3.208	2.167	1.917	2.25	2.167	2.042	2.208	2.125	3.063	3.25	2	0	2	.35	.02	0	.039	.093	1	1	0	0	.337	.021	0	.89	0	0	.68	.004	0	.925	0	0	.64	.005	0	.925	0	0	.089	.064	0	.729	.003	0	.302	.024	0	.021	.116	1	.609	.006	0	.733	.003	0	.477	.012	0	.477	.012	0	.722	.003	0
rational	rational	8	2.434	13	3.833	5.083	5.5	5.667	4.458	5.583	5.021	3.917	3.5	3.75	4	3.708	3.875	3.792	5.667	5.917	4.75	5.75	5.792	5.25	5.521	2.167	2.833	3.583	3.333	2.5	3.458	2.979	4.25	5	5.182	5.917	4.625	5.565	5.085	2.75	2.833	3.25	3.333	2.792	3.292	3.042	5.375	5.188	2	0	2	.001	.219	1	.032	.1	1	.098	.061	0	.659	.004	0	.825	.001	0	.379	.018	0	.171	.042	0	.116	.055	0	.341	.021	0	.09	.064	0	.708	.003	0	.411	.015	0	.031	.104	1	.081	.069	0	.986	0	0	.065	.075	0	.754	.002	0	1	0	0
reif	mature	4	8.03	12	5.583	5.5	5.5	5.5	5.542	5.5	5.521	2.667	2.75	3.667	2.727	2.708	3.217	2.957	5.333	5.083	4.167	4.75	5.208	4.458	4.833	3.417	3.583	4.75	3.75	3.5	4.25	3.875	4.833	4.667	5.75	5.333	4.75	5.542	5.146	4.167	3.75	4.25	4	3.958	4.125	4.042	5.813	6	1.875	.167	2	.897	0	0	.897	0	0	.897	0	0	.176	.042	0	.235	.033	0	.158	.046	0	.094	.062	0	.706	.003	0	.347	.02	0	.191	.039	0	.464	.012	0	.307	.024	0	.008	.148	1	.314	.023	0	.664	.004	0	.474	.012	0	.156	.045	0	.72	.003	0
reizbar	irritable	7	.287	16	2.25	2.167	1.75	2.667	2.208	2.208	2.208	6.5	6.083	5.75	5.833	6.292	5.792	6.042	2.917	2.917	4.083	2.667	2.917	3.375	3.146	2.75	3.25	4.167	4.167	3	4.167	3.583	3.917	3.833	2.833	3.583	3.875	3.208	3.542	2.833	2.75	3.5	2.833	2.792	3.167	2.979	2.063	2.063	1.25	.441	1	1	0	0	.112	.056	0	.058	.079	0	.029	.104	1	.455	.013	0	.265	.028	0	.306	.024	0	.117	.055	0	.117	.055	0	.044	.089	1	.66	.004	0	.66	.004	0	.139	.049	0	.455	.013	0	.351	.02	0	.258	.029	0	.258	.029	0	.378	.018	0
reserviert	reserved	10	7.966	12	2.5	2.833	3.833	3.75	2.667	3.792	3.229	4.417	4.333	3.583	3.667	4.375	3.625	4	4	3.917	4.75	4.5	3.958	4.625	4.292	3.333	2.333	4.417	3.417	2.833	3.917	3.375	2.75	2.75	3.667	3.75	2.75	3.708	3.229	3.583	3.833	3.5	3.25	3.708	3.375	3.542	2.813	2.5	1.333	.441	1	.001	.231	1	.688	.004	0	.504	.01	0	.036	.097	1	1	0	0	.811	.001	0	.133	.051	0	.704	.003	0	.849	.001	0	.027	.106	1	.041	.091	1	1	0	0	.071	.072	0	.936	0	0	.936	0	0	.264	.028	0	1	0	0	.401	.016	0
resolut	resolute	7	.812	15	4.667	4.333	5.167	5.167	4.5	5.167	4.833	4.917	4.833	5.25	5.75	4.875	5.5	5.188	5.75	5.333	5.667	5.417	5.542	5.542	5.542	4.833	2.667	5.5	4.636	3.75	5.087	4.404	4.25	2.833	4.583	4.75	3.542	4.667	4.104	3.333	3.417	3.545	2.667	3.375	3.087	3.234	4.8	4.267	1.583	.527	2	.091	.063	0	.668	.004	0	.668	.004	0	.073	.071	0	.543	.008	0	.396	.016	0	1	0	0	.338	.021	0	.81	.001	0	.018	.124	1	.007	.158	1	.229	.033	0	.027	.107	1	.209	.036	0	.114	.056	0	.393	.017	0	.209	.037	0	.13	.053	0
ruhig	calm	5	40.225	9	5.25	4.833	5.583	5.833	5.042	5.708	5.375	1.583	2	1.75	1.833	1.792	1.792	1.792	5.083	5.083	4.167	4.583	5.083	4.375	4.729	4.417	4.417	5.25	3.25	4.417	4.25	4.333	4.167	5	5.333	5.417	4.583	5.375	4.979	3.917	4.083	4	4	4	4	4	5.25	5.063	1.875	.354	2	.026	.107	1	.775	.002	0	.257	.029	0	1	0	0	.349	.02	0	.531	.009	0	.161	.044	0	.677	.004	0	.677	.004	0	.707	.003	0	.028	.105	1	.028	.105	1	.05	.085	1	.249	.03	0	.344	.02	0	1	0	0	.669	.004	0	.669	.004	0
sachlich	factual	8	7.392	12	4.083	4.25	5.364	5.833	4.167	5.609	4.872	4.083	4	3.417	3.667	4.042	3.542	3.792	5.833	5.75	5.667	5.917	5.792	5.792	5.792	3	3	4.917	3.167	3	4.042	3.521	4.25	5	6	5.917	4.625	5.958	5.292	2.917	3.083	3.25	3.583	3	3.417	3.208	5.438	5.438	1.583	.527	2	0	.368	1	.273	.028	0	.599	.006	0	.178	.041	0	.821	.001	0	.651	.005	0	1	0	0	.756	.002	0	.535	.009	0	.048	.086	1	.095	.062	0	.095	.062	0	0	.294	1	.29	.025	0	.188	.039	0	.113	.056	0	.337	.021	0	.748	.002	0
sanft	gentle	5	11.89	11	6.25	6.167	6.417	5.583	6.208	6	6.104	1.917	2	2.25	2.167	1.958	2.208	2.083	4.667	4.667	4	4.25	4.667	4.125	4.396	4.917	4.5	4.727	4.083	4.708	4.391	4.553	5.833	5.417	4.917	4.5	5.625	4.708	5.167	3.25	3.083	3.333	3.5	3.167	3.417	3.292	5.688	5.75	1.75	.5	2	.4	.016	0	.068	.074	0	.133	.05	0	.374	.018	0	1	0	0	.766	.002	0	.232	.032	0	.781	.002	0	.781	.002	0	.57	.008	0	.321	.023	0	.831	.001	0	.036	.096	1	.33	.022	0	1	0	0	.255	.029	0	1	0	0	.446	.013	0
scheu	bashful	5	2.788	13	3.5	3.833	3.917	3.833	3.667	3.875	3.771	4.75	4.167	3.5	2.667	4.458	3.083	3.771	2.5	1.917	2.636	2.833	2.208	2.739	2.468	4.667	4.417	4.5	4.833	4.542	4.667	4.604	2.917	2.5	3	2.083	2.708	2.542	2.625	3.417	3.083	3.25	3.167	3.25	3.208	3.229	2.75	2.875	1.75	.441	2	.574	.007	0	.735	.003	0	.574	.007	0	0	.269	1	.044	.089	1	.716	.003	0	.075	.072	0	.507	.01	0	.184	.041	0	.795	.002	0	.931	0	0	.544	.008	0	.715	.003	0	.149	.047	0	.585	.007	0	.845	.001	0	.331	.021	0	.559	.008	0
schlaefrig	sleepy	9	.886	15	2.917	3.083	3.727	2.833	3	3.261	3.128	2	2.25	1.75	1.75	2.125	1.75	1.938	2.75	2.167	2.083	2.333	2.458	2.208	2.333	5.5	6.083	5.667	5.333	5.792	5.5	5.646	3.167	3.667	2.25	2.75	3.417	2.5	2.958	3.917	3.833	3.667	3.583	3.875	3.625	3.75	2.313	2.563	2	0	2	.455	.013	0	.333	.022	0	.161	.045	0	.283	.026	0	.719	.003	0	.719	.003	0	.428	.014	0	.596	.006	0	.189	.039	0	.536	.009	0	.79	.002	0	.332	.021	0	.066	.075	0	.309	.023	0	1	0	0	.392	.017	0	.775	.002	0	1	0	0
schuechtern	shy	10	4.11	13	3.917	3.833	3.667	3.333	3.875	3.5	3.688	4.333	4.583	3.75	2.917	4.458	3.333	3.896	2.75	2.083	2.833	2.75	2.417	2.792	2.604	4.333	5.167	4.417	4.667	4.75	4.542	4.646	4.167	3.583	2.333	2.417	3.875	2.375	3.125	3.167	2.583	2.75	3	2.875	2.875	2.875	3	3.188	1.625	.486	2	.22	.034	0	.493	.011	0	.68	.004	0	.007	.152	1	.47	.012	0	.183	.04	0	.225	.033	0	.225	.033	0	.344	.02	0	.647	.005	0	.237	.032	0	.522	.009	0	.001	.209	1	.573	.007	0	.453	.013	0	1	0	0	.325	.022	0	.017	.123	1
schuldig	guilty	8	21.776	10	2.167	2.167	2.917	2.667	2.167	2.792	2.479	6	6	6.083	5.75	6	5.917	5.958	2.667	2.417	3.917	3.083	2.542	3.5	3.021	4.083	3.917	3.333	3.583	4	3.458	3.729	1.833	1.833	1.417	1.833	1.833	1.625	1.729	2.917	2.917	3.083	3.333	2.917	3.208	3.063	1.667	2.2	1.75	.441	2	.077	.069	0	.719	.003	0	.719	.003	0	.79	.002	0	.595	.006	0	.595	.006	0	.029	.104	1	.209	.036	0	.496	.011	0	.394	.017	0	.948	0	0	.742	.002	0	.518	.01	0	.518	.01	0	.518	.01	0	.034	.098	1	.354	.02	0	.354	.02	0
schwach	weak	7	21.652	10	2.333	2.75	3.25	2.583	2.542	2.917	2.729	3.5	3.917	3	3.182	3.708	3.087	3.404	1.917	1.667	2.5	2.417	1.792	2.458	2.125	5.182	5.417	4.583	4.25	5.304	4.417	4.851	2.25	2.583	2.25	1.667	2.417	1.958	2.188	4.083	4.25	3.75	3.6	4.167	3.682	3.935	1.75	2.625	2	0	2	.211	.035	0	.674	.004	0	.074	.071	0	.127	.053	0	.455	.013	0	.769	.002	0	.042	.091	1	.603	.006	0	.795	.002	0	.07	.074	0	.918	0	0	.553	.008	0	.167	.043	0	.703	.003	0	.167	.043	0	.026	.112	1	.969	0	0	.462	.013	0
schweigsam	silent	10	1.221	14	3.083	3.083	4	4.083	3.083	4.042	3.563	3.833	3.5	3.083	2.909	3.667	3	3.34	3.917	4.25	4.333	4.25	4.083	4.292	4.188	4.667	4.083	4.75	4.75	4.375	4.75	4.563	3.083	3.583	3.455	3.833	3.333	3.652	3.489	3.917	3.417	3.667	4.083	3.667	3.875	3.771	3.267	2.938	1.333	.441	1	.008	.149	1	.904	0	0	.904	0	0	.014	.133	1	.337	.021	0	.762	.002	0	.608	.006	0	.758	.002	0	.608	.006	0	.45	.013	0	.557	.008	0	.557	.008	0	.559	.008	0	.409	.016	0	.909	0	0	.328	.022	0	.844	.001	0	.035	.097	1
sehnsuechtig	longing	11	2.079	14	4.583	5	4.417	5.083	4.792	4.75	4.771	3.75	4.083	4.833	4.083	3.917	4.458	4.188	2.167	2.333	3.167	3.083	2.25	3.125	2.688	4.417	5.333	3.667	3.583	4.875	3.625	4.25	4.917	5.167	3.25	4.167	5.042	3.708	4.375	2.083	2.25	2.167	2.583	2.167	2.375	2.271	4.563	4.5	1.917	.333	2	.913	0	0	.162	.044	0	.745	.002	0	.196	.038	0	.616	.006	0	.196	.038	0	.016	.124	1	.906	0	0	.723	.003	0	.037	.095	1	.478	.011	0	.395	.016	0	.002	.198	1	.157	.045	0	.415	.015	0	.539	.009	0	.391	.017	0	.712	.003	0
sensibel	sensitive	8	4.887	12	6.25	5.167	4.917	4.5	5.708	4.708	5.208	3.083	3.167	3.333	3.636	3.125	3.478	3.298	4	3.167	3.333	3.583	3.583	3.458	3.521	3.25	3.417	4.75	3.167	3.333	3.958	3.646	6.333	5.667	5.364	4.583	6	4.957	5.489	3.083	2.917	3.083	2.636	3	2.87	2.936	5.188	5.25	1.625	.5	2	.022	.113	1	.082	.067	0	.433	.014	0	.345	.021	0	.611	.006	0	.772	.002	0	.757	.002	0	.472	.012	0	.185	.04	0	.27	.028	0	.212	.035	0	.125	.053	0	.003	.184	1	.034	.101	1	.864	.001	0	.588	.007	0	.239	.032	0	.588	.007	0
